sujeto,grupo,canal,condicion,var_baseline,var_senal,snr,metodo
co2a0000370,alcoholic,PO8,S1 obj,0.17024974822491482,8.793151224079091,51.648541720382276,homogeneo
co2a0000370,alcoholic,PO8,S2 match,0.008453786175976252,13.124204111427742,1552.4646398939876,homogeneo
co2a0000370,alcoholic,PO8,S2 nomatch,0.03322073936744766,8.785664537774583,264.46324510114545,homogeneo
co2a0000370,alcoholic,T8,S1 obj,0.22175911938669987,3.842448348856213,17.327126656540404,homogeneo
co2a0000370,alcoholic,T8,S2 match,0.014031275258119485,12.347594000178667,880.0051152181252,homogeneo
co2a0000370,alcoholic,T8,S2 nomatch,0.021732236334558556,3.4190491177622384,157.32615204102459,homogeneo
co2a0000370,alcoholic,TP8,S1 obj,0.37253173810689016,7.0324689578428945,18.877502876882602,homogeneo
co2a0000370,alcoholic,TP8,S2 match,0.17845102868653706,10.334118662044519,57.91010978253979,homogeneo
co2a0000370,alcoholic,TP8,S2 nomatch,0.023940168216537085,5.169920710226403,215.95172863719444,homogeneo
co2a0000371,alcoholic,P8,S1 obj,0.21352256956318355,6.012653109099332,28.15933285834744,homogeneo
co2a0000371,alcoholic,P8,S2 match,0.6696795714484518,19.77456522019893,29.528398450961358,homogeneo
co2a0000371,alcoholic,P8,S2 nomatch,0.005715361863134344,10.66483449352913,1865.9946209740883,homogeneo
co2a0000371,alcoholic,PO8,S1 obj,0.07660425591395889,5.068172079836218,66.16045047847912,homogeneo
